LakeID,FIN,County,WATER,Alternate_Name,Lake_Proj_Code_Ref::LAKE_PROJ_CODE,Beaches,PWS,Waterbody_Classification,WaterClassPartNo,Dam Class,M_BAS_NAME,BASIN_NAME,M_BASIN_ID,BasinSub,ACRES,SHORELINE_,AREA,LEN,P#,PWLID,_8_Digit_HUC,DATE_ADDED,Waterbody_Type,Chla_PWS
1202FAW0605B,H-240-82-67-24-10-P605B,Albany,Fawn Lake,,,No,No,C,879-68.4,,Mohawk River Basin,Schoharie Creek *,12,1202,17.71 ,0.73 ,71675 ,1182.44 ,605,1202-0006,,,Lake,10
1202WHI0605A,H-240-82-67-24-10-P605A,Albany,White Birch Pond,,,No,No,C,879-68.4,,Mohawk River Basin,Schoharie Creek *,12,1202,12.50 ,0.61 ,50568 ,984.61 ,605,1202-0006,,,Lake,10
1202OND0608,H-240-82-67-24-P608,Albany,Onderdonk Lake,,4038,No,No,B,879-72,,Mohawk River Basin,Schoharie Creek *,12,1202,65.48 ,2.24 ,265002 ,3598.71 ,608,1202-0005,,,Lake,10
1201ANN0496,H-240-11-P496,Albany,Ann Lee Pond,Shakers Pond,,No,No,C,876-35,A,Mohawk River Basin,Mohawk River Main Stem,12,1201,9.75 ,0.88 ,39460 ,1422.44 ,496,1201-0096,,,Lake,10
1702KEN1063,H-240-P498,Albany,Stump Pond,,,No,No,C,876-33,,Mohawk River Basin,Mohawk River Main Stem,12,1201,7.37 ,0.44 ,29815 ,713.36 ,498,1201-0096,,,Lake,10
1201UWB0464D,H-PN464D,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Mohawk River Main Stem,12,1201,0.41 ,0.13 ,1674 ,207.25 ,464,,,,Lake,
1201UWB0466,H-239-PN466,Albany,Unnamed Water,,,No,No,D,863-846,,Mohawk River Basin,Mohawk River Main Stem,12,1201,0.25 ,0.08 ,1006 ,123.53 ,466,,,,Lake,10
1201UWB0466A,H-239-PN466A,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Mohawk River Main Stem,12,1201,0.28 ,0.11 ,1151 ,182.93 ,466,,,,Lake,
1201UWB0467,H-PN467,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Mohawk River Main Stem,12,1201,0.93 ,0.16 ,3777 ,256.02 ,467,,,,Lake,
1201UWB0470,H-240-P470,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Mohawk River Main Stem,12,1201,1.64 ,0.21 ,6655 ,332.95 ,470,,,,Lake,
1201UWB0471,H-240-P471,Albany,Unnamed Water,,,No,No,Notc*,863-848,,Mohawk River Basin,Mohawk River Main Stem,12,1201,9.84 ,0.49 ,39809 ,795.77 ,471,,,,Lake,
1201UWB0478,H-240-P478,Albany,Unnamed Water,,,No,No,C,876-22,,Mohawk River Basin,Mohawk River Main Stem,12,1201,2.78 ,0.27 ,11231 ,434.11 ,478,,,,Lake,10
1201UWB0497,H-240-P497,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Mohawk River Main Stem,12,1201,1.17 ,0.20 ,4718 ,323.78 ,497,,,,Lake,
1201UWB0502,H-240-13-P502,Albany,Unnamed Water,,,No,No,BT,876-38,,Mohawk River Basin,Mohawk River Main Stem,12,1201,2.56 ,0.44 ,10374 ,714.17 ,502,,,,Lake,10
1201UWB5001,H-240-11A-P5001,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Mohawk River Main Stem,12,1201,3.34 ,0.27 ,13526 ,437.31 ,5001,,,,Lake,
1201UWB5011,H-240-11-P5011,Albany,Unnamed Water,,,No,No,C,876-33,,Mohawk River Basin,Mohawk River Main Stem,12,1201,2.40 ,0.67 ,9731 ,1080.75 ,5011,,,,Lake,10
1201UWB5549,H-239A-P5549,Albany,Unnamed Water,,,No,No,C,876-1,,Mohawk River Basin,Mohawk River Main Stem,12,1201,13.34 ,0.87 ,53969 ,1402.46 ,5549,,,,Lake,10
1202BEC0606,H-240-82-67-24-10-P606,Albany,Becker Pond,,,No,No,C,879-68.4,,Mohawk River Basin,Schoharie Creek *,12,1202,4.10 ,0.36 ,16573 ,585.32 ,606,,,,Lake,10
1202BOB5223,H-240-82-89-P5223,Albany,Bobolink Pond,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,0.74 ,0.13 ,3014 ,215.67 ,5223,,,,Lake,
1202UWB5125,H-240-82-67-10-1-1-1-P5125,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,5.04 ,0.54 ,20393 ,873.03 ,5125,,,,Lake,
1202UWB5157,H-240-P5157,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,6.90 ,0.40 ,27990 ,667.68 ,5157,,,,Lake,
1202UWB5158,H-240-P5158,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,2.50 ,0.30 ,10243 ,544.56 ,5158,,,,Lake,
1202UWB5162,H-240-82-67-24-10-P606-1A-P5162,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,2.40 ,0.20 ,9606 ,392.96 ,5162,,,,Lake,
1202UWB5166,H-240-82-89-9A-P5166,Albany,Unnamed Water,,,No,No,C,879-112,,Mohawk River Basin,Schoharie Creek *,12,1202,0.56 ,0.15 ,2257 ,239.80 ,5166,,,,Lake,10
1202UWB5172,H-240-82-67-24-10A-P5172,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,13.54 ,1.41 ,54808 ,2268.65 ,5172,,,,Lake,
1202UWB5173,H-240-82-67-24-10A-P5173,Albany,Unnamed Water,,,No,No,C,879-68,,Mohawk River Basin,Schoharie Creek *,12,1202,1.72 ,0.21 ,6978 ,336.51 ,5173,,,,Lake,10
1202UWB5174,H-240-82-67-24-14-P5174,Albany,Unnamed Water,,,No,No,C,879-69,,Mohawk River Basin,Schoharie Creek *,12,1202,11.13 ,0.85 ,45042 ,1370.67 ,5174,,,,Lake,10
1202UWB5175,H-240-82-67-24-P5175,Albany,Unnamed Water,,,No,No,CT,879-67,,Mohawk River Basin,Schoharie Creek *,12,1202,0.57 ,0.13 ,2295 ,212.51 ,5175,,,,Lake,10
1202UWB5176,H-240-82-67-24-14-P5176,Albany,Unnamed Water,,,No,No,B,879-70,,Mohawk River Basin,Schoharie Creek *,12,1202,1.19 ,0.20 ,4799 ,317.89 ,5176,,,,Lake,10
1202UWB5177,H-240-82-67-24-14-P5177,Albany,Unnamed Water,,,No,No,C,879-69,,Mohawk River Basin,Schoharie Creek *,12,1202,4.11 ,0.43 ,16642 ,688.23 ,5177,,,,Lake,10
1202UWB5178,H-240-82-67-24-14-P5178,Albany,Unnamed Water,,,No,No,C,879-69,,Mohawk River Basin,Schoharie Creek *,12,1202,1.98 ,0.25 ,8007 ,407.90 ,5178,,,,Lake,10
1202UWB5179,H-240-82-67-37-P5179,Albany,Unnamed Water,,,No,No,C,879-81,,Mohawk River Basin,Schoharie Creek *,12,1202,2.28 ,0.37 ,9246 ,589.33 ,5179,,,,Lake,10
1202UWB5180,H-240-82-67-33-2-P5180,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,8.56 ,0.65 ,34632 ,1050.42 ,5180,,,,Lake,
1202UWB5182,H-240-82-67-24-10-1-1-P5182,Albany,Unnamed Water,,,No,No,C,879-68.3,,Mohawk River Basin,Schoharie Creek *,12,1202,4.91 ,0.40 ,19870 ,639.32 ,5182,,,,Lake,10
1202UWB5183,H-240-82-67-24-10-1-1-2-P5183,Albany,Unnamed Water,,,No,No,C,879-68.3,,Mohawk River Basin,Schoharie Creek *,12,1202,1.47 ,0.20 ,5933 ,321.09 ,5183,,,,Lake,10
1202UWB5243,H-240-82-67-26-3-P5243,Albany,Unnamed Water,,,No,No,C,879-73,,Mohawk River Basin,Schoharie Creek *,12,1202,1.71 ,0.35 ,6919 ,555.87 ,5243,,,,Lake,10
1202UWB5244,H-240-P5244,Albany,Unnamed Water,,,No,No,,,,Mohawk River Basin,Schoharie Creek *,12,1202,1.07 ,0.20 ,4347 ,318.81 ,5244,,,,Lake,
1202UWB5245,H-240-82-67-33-1-P609-1-P5245,Albany,Unnamed Water,,,No,No,C,879-80,,Mohawk River Basin,Schoharie Creek *,12,1202,7.45 ,1.11 ,30153 ,1792.37 ,5245,,,,Lake,10
1202UWB5257,H-240-82-67-33-P5257,Albany,Unnamed Water,,,No,No,CT,879-76,,Mohawk River Basin,Schoharie Creek *,12,1202,0.73 ,0.24 ,2970 ,386.64 ,5257,,,,Lake,10
1301BUC0303,H-PN303,Albany,Buckingham Lake,Buckingham Pond,231,No,No,C,863-701,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.10 ,0.50 ,16559 ,821.98 ,303,,,,Lake,10
1301UWB0164,H-212-1A-PN164,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,3902 ,308.17 ,164,,,,Lake,10
1301UWB0169,H-212-2-PN169,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.10 ,2456 ,198.55 ,169,,,,Lake,10
1301UWB0170A,H-PN170A,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,1920 ,183.39 ,170,,,,Lake,10
1301UWB0171,H-PN171,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1550 ,163.64 ,171,,,,Lake,10
1301UWB0178,H-212-6-PN178,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.10 ,423 ,84.88 ,178,,,,Lake,10
1301UWB0178A,H-212-6A-PN178A,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.00 ,383 ,79.13 ,178,,,,Lake,10
1301UWB0178B,H-212-8-PN178B,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.70 ,0.10 ,2716 ,197.18 ,178,,,,Lake,10
1301UWB0178C,H-PN178C,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1334 ,158.41 ,178,,,,Lake,10
1301UWB0178D,H-PN178D,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.90 ,0.30 ,7727 ,407.35 ,178,,,,Lake,10
1301UWB0179,H-212-6-1A-PN179,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.30 ,0.20 ,5284 ,273.09 ,179,,,,Lake,10
1301UWB0182,H-212-7-PN182,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.80 ,0.10 ,3231 ,218.98 ,182,,,,Lake,10
1301UWB0183,H-PN183,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.10 ,0.30 ,4412 ,441.20 ,183,,,,Lake,10
1301UWB0184,H-212-11-PN184,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.70 ,0.10 ,2832 ,227.84 ,184,,,,Lake,10
1301UWB0185B,H-212-15-1-1A-PN185B,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.00 ,223 ,59.58 ,185,,,,Lake,6
1301UWB0185H,H-PN185H,Albany,Unnamed Water,,,No,No,C,863-541,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1508 ,193.13 ,185,,,,Lake,10
1301UWB0185J,H-PN185J,Albany,Unnamed Water,,,No,No,C,863-541,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.20 ,6148 ,333.11 ,185,,,,Lake,10
1301UWB0185K,H-212-20-1A-PN185K,Albany,Unnamed Water,,,No,No,A,863-540.2,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,867 ,143.37 ,185,,,,Lake,6
1301UWB0185L,H-212-20-1C-PN185L,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.20 ,2468 ,243.21 ,185,,,,Lake,6
1301UWB0187,H-PN187,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,3899 ,271.30 ,187,,,,Lake,6
1301UWB0189,H-PN189,Albany,Unnamed Water,,,No,No,C,863-541,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.80 ,0.20 ,7175 ,345.78 ,189,,,,Lake,10
1301UWB0189A,H-PN189-1-PN189A,Albany,Unnamed Water,,,No,No,C,863-541,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,847 ,125.31 ,189,,,,Lake,10
1301UWB0191,H-212-16A-PN191,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.70 ,0.20 ,2702 ,255.62 ,191,,,,Lake,6
1301UWB0191B,H-212-17-1-PN191B,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.10 ,2375 ,212.79 ,191,,,,Lake,6
1301UWB0191D,H-212-17-1-PN191D,Albany,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.00 ,419 ,76.32 ,191,,,,Lake,
1301UWB0191F,H-212-17-1-PN191F,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.10 ,606 ,97.52 ,191,,,,Lake,6
1301UWB0191G,H-212-17-3-1-PN191G,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,3915 ,342.93 ,191,,,,Lake,6
1301UWB0191H,H-212-17-3-1-1-PN191H,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,907 ,135.67 ,191,,,,Lake,6
1301UWB0191I,H-212-17-3-1-1-PN191I,Albany,Unnamed Water,,,No,No,A,863-540,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,849 ,146.15 ,191,,,,Lake,6
1301UWB0193A,H-214-1-PN193A,Albany,Unnamed Water,,,No,No,C,863-544,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1521 ,165.87 ,193,,,,Lake,10
1301UWB0200,H-PN200,Albany,Unnamed Water,,,No,No,C,863-562,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.10 ,566 ,89.53 ,200,,,,Lake,10
1301UWB0201A,H-PN201A,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.20 ,2577 ,322.72 ,201,,,,Lake,10
1301UWB0201D,H-PN201D,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.70 ,0.20 ,6775 ,311.24 ,201,,,,Lake,10
1301UWB0203,H-214-8-3-PN203,Albany,Unnamed Water,,,No,No,B,863-549,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.30 ,7894 ,466.21 ,203,,,,Lake,10
1301UWB0205A,H-214-8-PN205A,Albany,Unnamed Water,,,No,No,C,863-547,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,16.70 ,0.70 ,67607 ,1142.76 ,205,,,,Lake,10
1301UWB0206,H-214-10-4-1-PN206,Albany,Unnamed Water,,,No,No,C,863-555,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,7.90 ,0.40 ,32022 ,721.82 ,206,,,,Lake,10
1301UWB0206A,H-214-10-4-1-1-PN206A,Albany,Unnamed Water,,,No,No,C,863-560,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,811 ,129.82 ,206,,,,Lake,10
1301UWB0206E,H-214-10-3-2-PN206E,Albany,Unnamed Water,,,No,No,C,863-556,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,739 ,115.44 ,206,,,,Lake,10
1301UWB0206F,H-214-10-3-2-1-PN206F,Albany,Unnamed Water,,,No,No,C,863-556,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.20 ,2531 ,277.66 ,206,,,,Lake,10
1301UWB0206G,H-221-4-7-PN262A-2A-PN206G,Albany,Unnamed Water,,,No,No,A,863-654,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1126 ,132.89 ,206,,,,Lake,6
1301UWB0206H,H-214-10-7-PN206H,Albany,Unnamed Water,,,No,No,C,863-555,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.10 ,0.20 ,4317 ,277.80 ,206,,,,Lake,10
1301UWB0208,H-PN208,Albany,Unnamed Water,,,No,No,C,863-561,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1772 ,166.38 ,208,,,,Lake,10
1301UWB0208B,H-214-PN208B,Albany,Unnamed Water,,,No,No,C,863-543.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.00 ,383 ,73.68 ,208,,,,Lake,10
1301UWB0208C,H-PN208C,Albany,Unnamed Water,,,No,No,C,863-561,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.30 ,4248 ,430.93 ,208,,,,Lake,10
1301UWB0217C,H-PN217C,Albany,Unnamed Water,,,No,No,C,863-581,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,4036 ,331.93 ,217,,,,Lake,10
1301UWB0221A,H-217-1A-PN221A,Albany,Unnamed Water,,,No,No,C,863-584,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,655 ,110.52 ,221,,,,Lake,10
1301UWB0221G,H-PN221G,Albany,Unnamed Water,,,No,No,C,863-584,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,751 ,123.44 ,221,,,,Lake,10
1301UWB0222A,H-PN222A,Albany,Unnamed Water,,,No,No,C,863-587,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.20 ,5000 ,270.87 ,222,,,,Lake,10
1301UWB0223,H-PN223,Albany,Unnamed Water,,,No,No,C,863-586,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.70 ,0.10 ,2889 ,229.31 ,223,,,,Lake,10
1301UWB0224,H-PN224,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,683 ,101.44 ,224,,,,Lake,10
1301UWB0224A,H-217-7-PN224A,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1199 ,147.57 ,224,,,,Lake,10
1301UWB0224B,H-217-6-1-2-PN224B,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1053 ,170.14 ,224,,,,Lake,10
1301UWB0225,H-217-6-5-PN225,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.70 ,0.20 ,2768 ,296.29 ,225,,,,Lake,10
1301UWB0225A,H-217-6-2-PN225A,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.80 ,0.20 ,3048 ,287.34 ,225,,,,Lake,10
1301UWB0225C,H-PN225C,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3701 ,299.69 ,225,,,,Lake,10
1301UWB0225E,H-PN225E,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,914 ,115.65 ,225,,,,Lake,10
1301UWB0225F,H-PN225F,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1551 ,169.39 ,225,,,,Lake,10
1301UWB0226,H-217-PN226,Albany,Unnamed Water,,,No,No,CT,863-583,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,1900 ,188.32 ,226,,,,Lake,10
1301UWB0226B,H-217-11-1-PN226B,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.00 ,0.00 ,172 ,50.38 ,226,,,,Lake,10
1301UWB0226C,H-217-PN226C,Albany,Unnamed Water,,,No,No,CT,863-583,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.30 ,7989 ,502.93 ,226,,,,Lake,10
1301UWB0226D,H-217-12B-PN226D,Albany,Unnamed Water,,,No,No,C,863-588,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1044 ,126.98 ,226,,,,Lake,10
1301UWB0226E,H-217-PN226E,Albany,Unnamed Water,,,No,No,CT,863-583,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.50 ,0.50 ,18392 ,730.09 ,226,,,,Lake,10
1301UWB0248,H-PN248,Albany,Unnamed Water,,,No,No,C,863-634,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1158 ,127.63 ,248,,,,Lake,10
1301UWB0248A,H-PN248A,Albany,Unnamed Water,,,No,No,C,863-634,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1523 ,173.09 ,248,,,,Lake,10
1301UWB0298,H-PN298,Albany,Unnamed Water,,,No,No,Notc*,863-700,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.10 ,3880 ,232.28 ,298,,,,Lake,
1301UWB0311A,H-226-1-PN311A,Albany,Unnamed Water,,,No,No,C,863-716,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.70 ,0.20 ,6939 ,370.99 ,311,,,,Lake,10
1301UWB0318,H-226-2-PN318,Albany,Unnamed Water,,,No,No,C,863-716,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,5.00 ,0.60 ,20250 ,924.71 ,318,,,,Lake,10
1301UWB0318A,H-PN318A,Albany,Unnamed Water,,,No,No,C,863-716,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,2196 ,201.26 ,318,,,,Lake,10
1301UWB0331,H-PN331,Albany,Unnamed Water,,,No,No,C,863-716,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3698 ,315.40 ,331,,,,Lake,10
1301UWB0334,H-226-6-PN334,Albany,Unnamed Water,,,No,No,CT,863-717,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.80 ,0.70 ,15234 ,1054.53 ,334,,,,Lake,10
1301UWB0340,H-PN340,Albany,Unnamed Water,,,No,No,B,863-719,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,5.90 ,1.00 ,23830 ,1575.42 ,340,,,,Lake,10
1301UWB0348,H-PN348,Albany,Unnamed Water,,,No,No,C,863-723,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.70 ,0.10 ,2635 ,220.72 ,348,,,,Lake,10
1301UWB0349,H-PN349,Albany,Unnamed Water,,,No,No,C,863-723,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1802 ,223.99 ,349,,,,Lake,10
1301UWB0352A,H-PN352A,Albany,Unnamed Water,,,No,No,Notc*,863-726,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,15.30 ,0.60 ,61897 ,950.86 ,352,,,,Lake,
1301UWB0352B,H-PN352B,Albany,Unnamed Water,,,No,No,Notc*,863-726,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.30 ,0.30 ,17358 ,533.58 ,352,,,,Lake,
1301UWB0352C,H-PN352C,Albany,Unnamed Water,,,No,No,Notc*,863-726,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,9.60 ,0.50 ,38991 ,868.02 ,352,,,,Lake,
1301UWB0353,H-PN353,Albany,Unnamed Water,,,No,No,C,863-723,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,4172 ,321.64 ,353,,,,Lake,10
1301UWB0353A,H-PN353A,Albany,Unnamed Water,,,No,No,C,863-723,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,971 ,138.05 ,353,,,,Lake,10
1301UWB0354,H-231-PN354,Albany,Unnamed Water,,,No,No,C,863-727,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.10 ,2478 ,192.75 ,354,,,,Lake,10
1301UWB0361,H-PN361,Albany,Unnamed Water,,,No,No,C,863-729,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,1935 ,163.71 ,361,,,,Lake,10
1301UWB0361A,H-PN361A,Albany,Unnamed Water,,,No,No,C,863-729,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,2214 ,180.33 ,361,,,,Lake,10
1301UWB0363B,H-PN363B,Albany,Unnamed Water,,,No,No,C,863-729,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.10 ,2373 ,183.58 ,363,,,,Lake,10
1301UWB0365,H-PN365,Albany,Unnamed Water,,,No,No,D,863-729.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.60 ,0.30 ,10722 ,418.15 ,365,,,,Lake,10
1301UWB0365A,H-234-PN365A,Albany,Unnamed Water,,,No,No,D,863-729.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,2100 ,191.19 ,365,,,,Lake,10
1301UWB0365B,H-234-PN365B,Albany,Unnamed Water,,,No,No,D,863-729.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1476 ,162.02 ,365,,,,Lake,10
1301UWB0365C,H-234-PN365C,Albany,Unnamed Water,,,No,No,D,863-729.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.50 ,0.10 ,2036 ,172.70 ,365,,,,Lake,10
1301UWB0447B,H-237-1-PN447B,Albany,Unnamed Water,,,No,No,C,863-841,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.10 ,0.00 ,302 ,72.37 ,447,,,,Lake,10
1301UWB0464C,H-237-PN464C,Albany,Unnamed Water,,,No,No,C,863-841,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.70 ,0.60 ,19062 ,1008.60 ,464,,,,Lake,10
1301UWB6787,H-212-2-P6787,Albany,Unnamed Water,,,No,No,C,863-538,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.90 ,0.50 ,15889 ,789.36 ,6787,,,,Lake,10
1301UWB6788,H-P6788,Albany,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,10.70 ,0.80 ,43129 ,1262.22 ,6788,,,,Lake,
